Condition 1,Lot Config,Bsmt Full Bath,MS SubClass,Paved Drive,Wood Deck SF,Overall Cond,Yr Sold,Bedroom AbvGr,Half Bath,Garage Qual,Sale Condition,Full Bath,BsmtFin Type 1,Functional,Lot Area,Mas Vnr Area,Total Bsmt SF,Mas Vnr Type,Screen Porch,SalePrice
2,1,0.0,20,0,0,5,2010,3,0,2.0,0,2,0.0,10,9672,0.0,1040.0,3.0,0,152000
2,0,0.0,60,0,0,6,2010,3,1,2.0,0,2,5.0,10,8400,130.0,650.0,1.0,204,171000
1,1,0.0,30,0,121,5,2010,2,0,2.0,0,1,5.0,10,9800,0.0,816.0,3.0,0,67500
8,0,0.0,90,0,0,5,2010,4,0,2.0,0,2,0.0,10,8930,0.0,0.0,3.0,0,112000
2,0,1.0,85,0,192,7,2010,3,0,2.0,0,1,1.0,13,11782,0.0,1109.0,3.0,0,148000
8,0,1.0,20,0,416,8,2010,3,0,2.0,0,1,0.0,10,8450,0.0,894.0,3.0,0,138500
2,0,0.0,20,0,0,5,2010,3,0,2.0,0,1,2.0,10,9819,31.0,882.0,1.0,0,122000
1,1,1.0,20,0,0,5,2010,3,1,2.0,0,1,1.0,10,7500,0.0,1040.0,3.0,0,133000
2,1,1.0,20,0,0,8,2010,3,1,2.0,0,1,1.0,10,6897,0.0,1040.0,3.0,0,127000
7,2,1.0,20,0,296,6,2010,3,0,2.0,1,2,2.0,10,15410,250.0,1208.0,0.0,0,169000
2,0,1.0,60,0,240,5,2010,3,1,2.0,0,2,0.0,10,10186,0.0,750.0,3.0,0,190000
2,0,1.0,60,0,32,5,2010,4,1,2.0,0,2,4.0,10,13143,504.0,1231.0,1.0,0,362500
2,0,1.0,60,0,198,5,2010,4,1,2.0,0,2,0.0,10,11134,180.0,1390.0,1.0,0,285000
2,2,1.0,120,0,168,5,2010,2,0,2.0,0,2,0.0,10,4835,0.0,1488.0,3.0,0,260000
2,0,0.0,160,0,0,5,2010,2,1,2.0,0,2,5.0,10,3515,0.0,840.0,3.0,0,190000
2,0,0.0,160,0,0,5,2010,2,1,2.0,0,2,0.0,10,3215,120.0,600.0,1.0,0,155000
2,0,0.0,160,0,0,5,2010,2,1,2.0,0,2,5.0,10,3182,0.0,600.0,3.0,0,151000
2,0,1.0,160,0,0,5,2010,2,1,2.0,0,2,0.0,10,2544,0.0,600.0,3.0,0,149500
2,0,1.0,160,0,0,5,2010,2,1,2.0,0,2,0.0,10,2544,216.0,600.0,1.0,0,152000
2,0,1.0,20,0,0,5,2010,2,1,2.0,6,2,0.0,10,4403,432.0,1470.0,4.0,0,222000
2,0,0.0,160,0,0,5,2010,3,1,2.0,0,2,0.0,10,2117,216.0,756.0,1.0,0,177500
2,1,1.0,160,0,0,5,2010,2,1,2.0,0,2,0.0,10,2980,1159.0,756.0,1.0,0,177000
2,3,1.0,160,0,0,5,2010,3,1,2.0,0,2,1.0,10,2572,0.0,696.0,3.0,0,155000
2,3,0.0,160,0,0,5,2010,2,1,2.0,0,2,0.0,10,2403,0.0,530.0,3.0,0,147110
2,0,1.0,20,0,160,5,2010,1,1,2.0,6,1,0.0,10,12853,0.0,1642.0,3.0,0,267916
2,0,1.0,60,0,280,5,2010,3,1,2.0,0,2,0.0,10,7379,0.0,975.0,3.0,0,254000
2,2,1.0,120,0,133,5,2010,1,0,2.0,0,1,0.0,10,4420,0.0,728.0,3.0,0,155000
2,0,1.0,120,0,223,6,2010,1,0,2.0,0,1,0.0,10,3880,0.0,1226.0,3.0,0,206000
8,2,0.0,60,0,0,8,2010,3,1,2.0,0,2,0.0,10,13517,289.0,725.0,1.0,0,130500
2,0,1.0,20,0,277,5,2010,3,0,2.0,0,2,0.0,10,8000,0.0,1492.0,3.0,0,230000
2,0,1.0,20,0,0,6,2010,4,0,2.0,0,2,0.0,10,10456,120.0,1829.0,1.0,0,218500
2,0,1.0,60,0,224,5,2010,4,1,2.0,0,2,0.0,10,10791,0.0,1280.0,3.0,0,243500
2,0,1.0,20,0,168,7,2010,3,0,2.0,0,2,1.0,10,10603,28.0,1610.0,1.0,0,205000
2,0,0.0,50,0,0,5,2010,3,0,2.0,0,3,1.0,10,18837,0.0,1224.0,3.0,0,212500
2,0,0.0,60,0,228,5,2010,3,1,2.0,0,2,0.0,10,10421,42.0,980.0,1.0,0,196500
2,0,1.0,20,0,0,7,2010,3,1,2.0,0,1,1.0,10,9360,0.0,1161.0,3.0,0,197500
2,0,0.0,60,0,0,6,2010,4,2,2.0,0,1,1.0,10,9600,0.0,715.0,3.0,0,171000
2,0,1.0,20,0,0,5,2010,3,1,2.0,0,1,3.0,10,9600,172.0,1232.0,1.0,0,142250
1,0,1.0,20,0,0,5,2010,3,1,2.0,0,1,1.0,10,9790,451.0,1328.0,1.0,0,143000
2,0,1.0,20,0,352,5,2010,3,1,5.0,0,1,1.0,10,9320,0.0,950.0,3.0,0,128950
2,1,1.0,20,0,0,5,2010,3,0,2.0,0,1,2.0,10,9900,0.0,1209.0,3.0,0,159000
2,0,1.0,20,0,0,6,2010,3,0,2.0,0,2,2.0,10,9680,268.0,1510.0,1.0,204,178900
2,0,0.0,80,0,0,5,2010,3,0,2.0,5,2,5.0,10,10600,0.0,533.0,3.0,0,136300
2,1,1.0,80,0,227,7,2010,3,0,2.0,0,1,0.0,10,14112,86.0,1152.0,1.0,0,180500
1,0,1.0,85,0,120,7,2010,3,0,2.0,1,1,0.0,10,8800,156.0,936.0,1.0,0,137500
2,0,2.0,90,0,0,6,2010,6,0,5.0,1,2,2.0,10,13260,144.0,1728.0,1.0,0,84900
2,0,1.0,20,0,366,6,2010,2,0,2.0,0,1,0.0,10,9717,0.0,1078.0,3.0,0,142125
2,0,0.0,50,0,0,7,2010,3,0,2.0,0,2,4.0,13,9724,265.0,1140.0,1.0,0,197600
0,1,0.0,50,0,0,6,2010,3,0,2.0,0,2,3.0,10,17360,340.0,782.0,4.0,0,172500
2,0,1.0,20,0,117,7,2010,2,0,5.0,0,1,2.0,10,7207,0.0,858.0,3.0,0,116500
2,0,0.0,30,0,263,2,2010,3,0,5.0,0,1,5.0,11,5350,0.0,728.0,3.0,0,76500
2,0,1.0,20,0,0,5,2010,3,0,2.0,0,1,3.0,10,9920,110.0,1056.0,4.0,0,128000
2,0,1.0,80,0,0,6,2010,3,0,2.0,0,1,2.0,10,9600,164.0,1156.0,1.0,0,153000
2,0,0.0,20,0,0,6,2010,2,0,2.0,0,1,4.0,10,7800,200.0,1268.0,1.0,0,132000
2,0,1.0,85,0,238,8,2010,2,0,2.0,0,1,0.0,10,11380,216.0,1080.0,1.0,0,178000
1,1,0.0,90,0,0,5,2010,5,0,2.0,0,2,3.0,10,11600,361.0,1105.0,1.0,0,154300
6,0,1.0,20,0,301,5,2010,3,0,2.0,0,2,0.0,12,19900,287.0,1947.0,1.0,0,180000
6,1,0.0,20,0,0,6,2010,2,1,2.0,0,2,1.0,11,16492,0.0,1517.0,3.0,0,190000
1,1,0.0,90,0,42,5,2010,4,0,2.0,0,2,5.0,10,8267,0.0,1604.0,3.0,0,135000
2,0,1.0,20,0,252,5,2010,3,0,2.0,0,2,0.0,10,8197,506.0,1480.0,1.0,0,214000
2,0,1.0,20,0,0,5,2010,3,0,2.0,0,1,2.0,10,8050,150.0,1143.0,1.0,0,136000
2,0,0.0,20,0,0,5,2010,4,1,2.0,0,1,3.0,10,10552,0.0,1398.0,3.0,0,165500
2,0,1.0,20,0,250,6,2010,3,0,2.0,0,1,3.0,10,8400,0.0,1314.0,3.0,0,145000
2,0,1.0,20,0,0,6,2010,3,0,2.0,0,1,5.0,10,8760,220.0,1194.0,1.0,0,148000
2,0,1.0,20,0,0,5,2010,3,0,2.0,1,1,3.0,10,12160,180.0,1188.0,1.0,0,142000
1,0,1.0,20,0,0,5,2010,3,0,2.0,0,1,3.0,10,9300,324.0,1268.0,1.0,143,167500
2,0,0.0,20,0,0,5,2010,3,0,2.0,0,1,3.0,10,10725,91.0,1206.0,1.0,0,108538
2,0,1.0,20,0,0,5,2010,3,1,2.0,0,1,3.0,10,10032,432.0,1244.0,4.0,160,159500
2,0,0.0,50,0,0,5,2010,3,0,2.0,0,1,5.0,10,8382,0.0,832.0,3.0,0,108000
2,0,0.0,20,0,0,7,2010,2,0,2.0,0,1,2.0,10,10950,0.0,864.0,3.0,0,135000
2,1,0.0,20,0,0,6,2010,3,0,2.0,0,1,3.0,10,10895,0.0,972.0,3.0,0,122500
2,0,1.0,190,0,0,5,2010,2,0,2.0,1,1,3.0,10,13587,0.0,988.0,3.0,0,119000
2,0,1.0,20,0,0,7,2010,3,0,2.0,1,1,0.0,10,7922,0.0,1057.0,3.0,0,109000
2,1,0.0,30,2,0,7,2010,2,0,2.0,0,1,5.0,10,7898,0.0,576.0,3.0,0,105000
2,0,0.0,20,0,0,7,2010,2,0,2.0,0,1,0.0,11,7200,0.0,0.0,3.0,0,107500
2,0,1.0,20,0,0,7,2010,3,0,2.0,0,1,1.0,10,10200,104.0,1086.0,1.0,0,144900
2,0,1.0,20,0,0,7,2010,2,0,2.0,0,1,2.0,10,5868,0.0,936.0,3.0,160,129000
0,0,0.0,50,0,192,5,2010,3,0,2.0,1,1,5.0,10,17503,0.0,912.0,3.0,0,97500
2,0,2.0,90,0,264,5,2010,0,0,2.0,0,0,0.0,10,6979,0.0,1056.0,3.0,0,144000
2,1,1.0,20,0,364,7,2010,3,0,2.0,0,1,1.0,10,9830,0.0,1063.0,3.0,182,162000
5,1,0.0,80,0,240,7,2010,5,1,2.0,0,2,5.0,10,11275,300.0,710.0,1.0,0,242000
0,0,1.0,50,0,414,8,2010,3,0,2.0,0,1,1.0,10,8064,0.0,816.0,3.0,0,132000
2,0,1.0,20,0,218,7,2010,3,1,2.0,0,1,4.0,10,7500,0.0,1246.0,3.0,0,154000
0,1,0.0,50,0,0,4,2010,4,0,2.0,0,2,3.0,10,8520,0.0,910.0,3.0,0,166000
2,1,0.0,20,0,222,7,2010,3,0,2.0,0,1,2.0,10,7200,0.0,900.0,3.0,0,134800
2,1,0.0,20,0,0,6,2010,3,1,2.0,0,1,5.0,10,10000,261.0,1116.0,1.0,385,160000
2,1,0.0,20,0,0,6,2010,3,1,2.0,0,1,3.0,10,7635,0.0,1175.0,3.0,0,148000
2,0,1.0,20,0,657,7,2010,2,0,2.0,0,1,2.0,12,9760,218.0,1395.0,1.0,240,192000
5,0,0.0,60,0,0,5,2010,4,1,2.0,0,1,5.0,10,7700,351.0,756.0,1.0,0,155000
2,1,1.0,50,0,84,5,2010,3,0,2.0,1,1,1.0,13,4800,771.0,709.0,1.0,0,80400
2,1,0.0,50,2,0,7,2010,3,0,5.0,0,1,5.0,13,8800,0.0,576.0,3.0,0,96500
0,0,1.0,30,1,51,7,2010,2,0,5.0,0,1,2.0,10,4485,0.0,936.0,3.0,0,109500
0,0,0.0,30,0,0,6,2010,2,0,2.0,0,1,5.0,10,8960,0.0,1008.0,3.0,0,115000
2,0,1.0,20,0,0,7,2010,3,0,2.0,0,1,2.0,10,5805,0.0,1347.0,3.0,0,143000
2,1,0.0,50,0,0,6,2010,3,0,2.0,0,2,5.0,10,5790,0.0,840.0,3.0,0,107400
0,1,0.0,30,0,0,6,2010,2,0,2.0,0,1,5.0,10,4608,0.0,747.0,3.0,0,80000
2,1,1.0,30,0,0,7,2010,2,0,2.0,1,1,2.0,10,7200,294.0,788.0,4.0,0,119000
2,1,1.0,50,0,0,7,2010,3,0,2.0,0,1,4.0,10,5500,0.0,926.0,3.0,0,130000
2,1,0.0,45,2,0,7,2010,3,0,3.0,0,1,5.0,10,6900,0.0,827.0,3.0,0,119000
0,0,0.0,50,0,0,7,2010,3,0,2.0,0,1,2.0,10,11851,0.0,1027.0,3.0,0,129000
0,0,0.0,50,0,0,6,2010,3,0,2.0,0,1,3.0,10,8239,0.0,1008.0,3.0,0,100000
2,0,0.0,30,2,0,2,2010,2,0,3.0,1,1,5.0,10,9656,0.0,678.0,3.0,0,12789
2,0,0.0,30,0,106,8,2010,2,0,2.0,0,1,5.0,10,8520,0.0,624.0,3.0,0,105900
2,1,0.0,70,0,54,9,2010,3,0,2.0,1,2,5.0,10,9600,0.0,930.0,3.0,0,150000
0,0,1.0,50,0,0,6,2010,4,0,2.0,0,2,4.0,10,10800,0.0,686.0,3.0,0,139000
2,0,0.0,70,2,0,9,2010,3,0,2.0,0,3,5.0,10,9000,0.0,346.0,3.0,0,240000
2,0,0.0,190,2,0,3,2010,4,0,5.0,1,2,5.0,10,9045,0.0,840.0,3.0,0,76500
0,0,1.0,20,0,0,7,2010,2,0,2.0,0,1,0.0,10,7407,0.0,912.0,3.0,0,149700
2,0,0.0,70,0,0,7,2010,3,0,2.0,0,1,5.0,10,7740,0.0,622.0,3.0,168,125500
2,0,0.0,190,2,0,6,2010,4,0,2.0,0,2,5.0,10,11340,0.0,777.0,3.0,0,122500
2,0,0.0,70,0,0,7,2010,2,1,2.0,0,1,3.0,12,10560,0.0,738.0,3.0,0,140750
1,1,0.0,50,0,0,6,2010,3,1,2.0,0,1,3.0,10,5830,0.0,988.0,3.0,0,128500
2,1,0.0,75,0,0,7,2010,3,1,2.0,0,1,2.0,10,7793,0.0,1108.0,3.0,0,209500
1,0,1.0,30,1,135,7,2010,2,0,3.0,0,1,3.0,10,5000,0.0,765.0,3.0,0,87000
2,0,1.0,50,0,0,7,2010,2,0,2.0,1,1,2.0,10,6000,0.0,608.0,3.0,0,134000
2,0,0.0,50,0,0,6,2010,3,1,2.0,0,1,4.0,10,6000,0.0,572.0,3.0,0,128000
1,1,0.0,50,0,0,6,2010,3,1,2.0,0,1,3.0,13,6360,300.0,835.0,4.0,148,132000
2,0,0.0,50,1,221,7,2010,3,1,2.0,0,1,3.0,10,6000,0.0,780.0,3.0,0,139900
2,0,0.0,50,1,306,7,2010,2,0,2.0,0,1,3.0,10,6240,0.0,528.0,3.0,0,123900
2,0,0.0,50,0,0,5,2010,4,0,2.0,0,2,4.0,10,6240,0.0,928.0,3.0,0,138400
0,0,1.0,30,0,0,5,2010,2,0,2.0,0,1,1.0,10,6120,0.0,1124.0,3.0,0,109500
4,0,0.0,70,0,12,6,2010,3,0,2.0,0,2,5.0,10,10300,0.0,576.0,3.0,0,140000
2,0,0.0,50,0,160,5,2010,4,1,2.0,0,1,5.0,10,8094,0.0,888.0,3.0,0,149500
2,0,0.0,70,2,344,8,2010,3,1,5.0,0,1,5.0,10,12900,0.0,780.0,3.0,168,159900
2,0,0.0,70,0,0,8,2010,3,0,2.0,0,1,5.0,10,3068,0.0,662.0,3.0,0,122000
3,1,1.0,90,0,106,5,2010,2,0,2.0,0,1,4.0,10,8472,0.0,816.0,3.0,0,110000
2,0,0.0,190,2,0,5,2010,3,0,5.0,0,2,0.0,11,5600,0.0,0.0,3.0,0,55000
1,0,0.0,190,2,344,9,2010,4,0,2.0,0,2,5.0,10,7630,0.0,360.0,3.0,0,140000
2,0,0.0,70,0,56,7,2010,4,0,2.0,0,2,5.0,10,24090,0.0,1032.0,3.0,0,244400
1,0,0.0,20,0,0,5,2010,3,0,2.0,0,2,3.0,10,15263,90.0,1422.0,1.0,0,173000
2,0,0.0,50,2,0,3,2010,3,1,3.0,0,1,5.0,11,10632,0.0,689.0,3.0,0,107500
2,0,1.0,190,2,0,4,2010,3,0,5.0,0,1,3.0,10,9900,0.0,1212.0,3.0,0,100000
2,0,0.0,50,0,0,5,2010,3,0,2.0,0,1,4.0,10,6001,0.0,600.0,3.0,0,95000
2,0,0.0,70,2,0,1,2010,4,1,5.0,1,1,3.0,10,6449,0.0,707.0,3.0,0,93369
0,1,1.0,190,1,56,7,2010,2,0,2.0,0,2,4.0,10,6048,0.0,856.0,3.0,0,114900
1,0,0.0,50,2,0,8,2010,2,0,5.0,0,1,5.0,10,6342,0.0,780.0,3.0,0,94000
2,0,2.0,90,0,0,3,2010,4,0,5.0,0,2,1.0,10,10773,72.0,1832.0,1.0,0,136000
2,0,0.0,90,0,0,5,2010,4,0,5.0,0,2,5.0,10,10778,0.0,1768.0,3.0,0,136500
2,0,1.0,190,0,0,4,2010,3,1,2.0,0,1,2.0,10,11625,0.0,1039.0,3.0,0,131500
2,0,1.0,20,0,0,6,2010,3,1,2.0,0,1,1.0,11,11341,180.0,1392.0,1.0,95,121500
1,3,0.0,20,0,0,5,2010,3,0,2.0,0,1,1.0,10,8521,0.0,912.0,3.0,0,125000
2,0,1.0,20,0,406,8,2010,3,0,2.0,0,1,3.0,10,8246,0.0,1060.0,3.0,0,154000
2,0,1.0,20,0,0,7,2010,3,0,2.0,0,1,2.0,10,7800,47.0,864.0,1.0,0,137900
2,1,0.0,60,0,379,7,2010,4,1,2.0,0,1,1.0,10,9364,143.0,663.0,4.0,0,158000
2,0,1.0,20,0,226,5,2010,2,0,2.0,0,1,0.0,10,7832,0.0,864.0,3.0,0,137250
2,0,1.0,90,0,0,5,2010,3,0,2.0,0,1,0.0,10,7424,0.0,1319.0,3.0,0,160250
2,0,0.0,60,0,192,5,2010,4,1,2.0,0,1,3.0,10,11227,0.0,720.0,3.0,0,163000
2,2,0.0,60,0,335,5,2010,3,1,2.0,1,2,3.0,10,11616,328.0,672.0,0.0,0,158900
2,0,1.0,60,0,296,5,2010,3,1,2.0,0,2,0.0,10,14000,0.0,1306.0,3.0,0,328000
2,0,1.0,20,0,496,7,2010,1,1,2.0,0,1,1.0,10,20062,0.0,1420.0,3.0,0,270000
1,1,0.0,30,2,80,4,2010,2,0,2.0,0,1,5.0,10,9259,0.0,660.0,3.0,0,85000
2,0,0.0,20,0,290,7,2010,2,0,2.0,0,2,2.0,13,9600,0.0,1067.0,3.0,0,128000
2,0,2.0,40,0,268,6,2010,0,1,2.0,0,0,0.0,10,23595,0.0,1332.0,3.0,0,260000
2,2,1.0,60,0,336,5,2010,4,1,2.0,0,2,1.0,10,17082,288.0,1117.0,1.0,0,230000
2,0,0.0,50,0,0,4,2010,4,0,2.0,0,2,2.0,10,18600,0.0,972.0,3.0,0,124000
2,1,0.0,30,0,0,5,2010,2,0,3.0,1,1,1.0,10,10625,0.0,458.0,3.0,0,83000
2,0,1.0,20,0,0,7,2010,3,0,2.0,0,1,0.0,10,11479,0.0,663.0,3.0,0,144500
